result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
2190407|2104041||||||||||24|||||h||NOEC||DEC|POP||PGRT|||||||||||A|||52.3|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|A||0.05||||||M||R||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
90216|1132243||||||||||3|||||d|||||BCM/||CHLO|||||||||||F|||0.25|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| CONC/LOWEST CONC TESTED//EFCT/% CHLOROPHYLL A AND B INHIB RPTD// ||08/08/1986||
108572|1140718||||||||||24|||||h||EC50|||PHY/||PSYN|||||||||||F|||224||195||265|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| EFCT/C14 UPTAKE// ||07/15/1992|07/21/1992|
2377893|2189366||||||||||24|||||h||LOEC||DEC|POP||PGRT|||||||||||A|||0.3|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||P||||||||||||||||||||||||||||||||| |69347|03/28/2017|03/28/2017|
94241|1139955||||||||||||12||14|d||EC50/|||GRO||GGRO|||||||||||A|||1000|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ENDPT/GRO RATE// ||01/27/1987||
216347|1223882||||||||||14|||||d||||DEC|POP||BMAS||WO|||||||||A|||10|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| EFCT%/97% FROM CONTROL//||03/18/2003||
2188397|2103046||||||||||24|||||h||||CHG|POP||CHLA/|DATA REPORTED FOR 100 UMOL/L ONLY||||||||||F|||100|||||umol/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||03/30/2014|03/30/2014|
105408|1040561||||||||||24|||||h||EC50*|||PHY||PSYN|||||||||||A|||0.0000125|||||ug/cell|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| CONC/RECALCULATED CONC// ||10/16/1991|04/20/2017|
235659|1244390||||||||||96|||||h||LOEC||DEC|PRS||PPRO|||||||||||F|||50|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/WLD//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/3//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|69825|06/08/2007|04/10/2017|
705068|1255793||||||||||20|||||mi||EC50|||POP||PSYN|||||||||||A|||55.7|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||10/20/2006||
2176081|2095912||||||||||96|||||h||LC10||INC|MOR||MORT|||||||||||A|||155.54|||||AI ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||02/06/2014|02/06/2014|
703022|1244390||||||||||96|||||h||LOEC||DEC|BCM||CHLA|||||||||||F|||12.5|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/2//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|1254230|01/18/2006|04/10/2017|
703023|1244390||||||||||96|||||h||NOEC||DEC|BCM||CHLA|||||||||||F||<|12.5|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/2//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|1254230|01/18/2006|04/10/2017|
785412|1326061||||||||||48|||||h||EC50||DEC|POP||PGRT/|POPULATION MEASURED AS CELL DENSITY||||||||||A|||128||116||140|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| LIFESTG/VACUOLATUS STRAIN 211 8B, EXPONENTIAL PHASE OF GROWTH//DNUM/6//DOSES/30 to 1000 ug/L//TESTID/4//||06/03/2010||
801587|1340552||||||||||72|||||h||LOEL||DEC|BCM||FLRS/|DATA AT OTHER CONCENTRATIONS NOT REPORTED,NON-PHOTOCHEMICAL QUENCHING||||||||||F|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/5//DOSES/0.01/0.05/0.1/0.15 uM//TESTID/1//OEF/TEMP EFCTS////||09/22/2011||
227102|1238529||||||||||3|||||d||EC50||DEC|PHY||CFIX/|STATS BASED ON SOLVENT CONTROL//||||||||||A|||1.72|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| CONTR/C,V//||04/27/2004||
225574|1238664||||||||||24|||||h||EC90||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.27||0.13||0.56|AI mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004|03/09/2017|
2381268|2190299||||||||||44|||||d||NOEC||DEC|POP||BMAS/|ASH FREE DRY MASS. STATS TO C CONTROL.||||||||||A|||20.9|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P||0.6286||||||M||R||||||||||||||||||||||||Dry||||||||| |70058|04/12/2017|04/12/2017|
716187|1264893||||||||||24|||||h||NOEL||DEC|MOR||SVVS|||||95||||||A|||161.77|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P|<|0.05||||||M||R||||||||||||||||||||||||||||||||| DNUM/4//DOSES/5.39/21.57/161.77 ug/L//TESTID/2//MSMT/VIABILITY////||10/30/2007||
2459551|2220926||||||||||24|||||h||IC50||DEC|PHY||PSYN/|QUANTUM YIELD||||||||||A|||40||35||47|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||05/23/2019|05/29/2019|
2378405|2189533||||||||||72|||||h||NOEC||DEC|POP||CHLA|||||||||||F|||0.50|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||U||P||||||||||||||||||||||||||||||||| |69696|03/31/2017|04/06/2017|
2378423|2189533||||||||||24|||||h||NOEC||INC|ENZ||PODA|||||||||||F|||0.50|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| |69697|03/31/2017|04/06/2017|
704994|1255701||||||||||96|||||h||IC50||DEC|POP||ABND/|FLUORESCENCE||||||||||A|||94.9|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||10/17/2006|04/11/2017|
800829|1339872||||||||||||6||48|h||||DEC|POP||ABND|||||||||||F|||100|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| DNUM/2//DOSES/100 ug/L//TESTID/1//OEF/MIXTURE//CONC/ONLY CONC TESTED////||09/14/2011||
801589|1340554||||||||||72|||||h||LOEL||INC|POP||CHLA/|DATA AT OTHER CONCENTRATIONS NOT REPORTED. OTHER POP PARAMETERS ALSO REPORTED||||||||||F|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/5//DOSES/0.01/0.05/0.1/0.15 uM//TESTID/1//OEF/TEMP EFCTS////||09/22/2011||
800093|1339195||||||||||72|||||h||EC50||DEC|POP||PGRT/|ALSO REPORTED AS MOLAR CONCENTRATION||||||||||A|||41|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DNUM/7//DOSES/0.000000465/0.000000698/0.000000930/0.00000140/0.00000233/0.00000465 M//TESTID/2//OEF/PHYTOTOXICITY INDEX////||09/08/2011||
800021|1339129||||||||||24|||||h||EC50||DEC|POP||PGRT/|COLONY FORMING UNITS GROWTH RATE||||||||||F|||3.6||1.7||7.5|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| LIFESTG/CELLS PER ML//DNUM/8//DOSES/0.1/0.3/1/3/10/30/100 uM//TESTID/8//OEF/IRRADIANCE////||09/07/2011||
2175563|2095615||||||||||0|||||h||NOEC||DEC|POP||PGRT|||||6||||||A|||232|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P|<=|0.05||||||M||R||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
2316437|2163430||||||||||24|||||h||LOEC||INC|PHY||MBPT||MIT|||||||||A|||0.25|||||uM|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||12/29/2015|12/30/2015|
2176337|2095967|||||||||<=|6|||||d||||CHG|POP||GPOP/|MSMT/ABND,PGRT//MACROMOLECULAR ABSORBANCE, RESULTS NOT REPORTED FOR 7.7 UG/L CONC||||||||||A|||71.4|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| ||02/06/2014|02/06/2014|
2379541|2189909||||||||||72|||||h||||DEC|BCM||CHLA/|CHLOROPHYLL A AUTOFLUORESCENCE||||||||||A|||||0.002||20.0|ug/L|NO CLEAR DOSE RESPONSE|||||||||||||||||||||||||||||||||||||||||||||MULT|P||0.05||||||U|||||||||||||||||||||||||||||||||||CONC1/NO CLEAR DOSE RESPONSE// ||04/06/2017|07/20/2021|
136505|1157540||||||||||72|||||h||EC50||CHG|POP||GPOP|||||||||||F|||118.2|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ||05/07/1996||
703190|1254378||||||||||7|||||d||EC50|||POP||ABND/|EC50 VALUE CALCULATED FROM STANDARD PROBIT PROCEDURE.||||||||||A|||429.7|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| DNUM/7//DOSES/1/10/100/250/500/1000 ug/L//||01/25/2006||
782444|1323342||||||||||6|||||d||IC50||DEC|POP||ABND|||||||||||F|||4.02||3.67||4.55|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DNUM/2//DOSES/15 uM//TESTID/6//CONC/ONLY CONC TESTED//OEF/MIXTURE////||05/13/2010||
2190126|2103893||||||||||96|||||h||LOEC||DEC|POP||ABND|||||53.74|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
2190412|2104041||||||||||72|||||h||NOEC||DEC|POP||PSII|||||||||||A|||||48.0||52.3|ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|A||0.05||||||M||R||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
2190418|2104041||||||||||72|||||h||EC25||DEC|POP||ABND|||||||||||A|||25.98|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
702908|1254170||||||||||72|||||h||EC50|||POP||PGRT|||||||||||F|||0.2|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| DNUM/6//DOSES/0.05/0.10/0.25/0.50/1.00 mg/L//||01/13/2006||
5534|1058712||||||||||24|||||h||EC50|||POP||GPOP|||||||||||A|||15|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||07/24/1995|08/02/1995|
2377894|2189366||||||||||72|||||h||EC50||DEC|POP||PGRT|||||||||||A|||0.454||0.355||0.581|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||03/28/2017|03/28/2017|
2380211|2190048||||||||||96|||||h||NOEC||DEC|POP||WGHT|||||||||||A|||0.25|||||uM||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||Z||R||||||||||||||||||||||||Dry||||||||| |69953|04/11/2017|04/11/2017|
187995|1214812||||||||||12|||||d||EC50||DEC|POP||PGRT|||||||||||A|||75.72|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||05/11/2000|05/23/2000|
711588|1261269||||||||||||7||15|d||EC100/|REPORTED AS MINIMUM LETHAL HERBICIDE CONCENTRATION|DEC|POP||PGRT|||||||||||A|||30|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||R||||||||||||||||||||||||||||||||| ||02/02/2006|10/10/2016|
227279|1239901||||||||||96|||||h||EC50||DEC|POP||PGRT/|CELL COUNTS//||||||||||F|||0.041|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||04/27/2004||
2378171|2189473||||||||||96|||||h||LOEC||DEC|POP||PGRT|||||||||||A|||0.1|||||uM||||||||||||||||||||||||||||||||||||||||||||||ASIG|P||0.05||||||U||R||||||||||||||||||||||||||||||||| ||03/30/2017|03/30/2017|
703021|1244390||||||||||96|||||h||NOEC||DEC|POP||BMAS|||||||||||F|||12.5|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|1e-4||||||U||P||||||||||||||||||||||||||||||||| TESTID/2//MSMT/NR//DOSES/12.5/25/50/100/200 UG/L//SOURCE/LAB//WTINT/NR//DNUM/6//SEX/NR//TMETH/ASTM//STYPE/NR//ETIME/96 H//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/1//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//|1254229|01/18/2006|04/10/2017|
703566|1254692||||||||||18|||||d||LOEC||DEC|POP||ABND|||||||||||A|||14.18|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.03||||||M||R||||||||||||||||||||||||||||||||| CONC/ONLY CONC TESTED//TESTID/6//MSMT/NR//DOSES/14.18 UG/L//SOURCE/WLD//WTINT/NR//DNUM/2//SEX/NR//TMETH/NR//STYPE/NR//ETIME/18 D//AP RATE/NR//SAMPN/NR//WTAT/NR//INTAKE/NR//COMPEP/NR//LD/NR//DW/NR//STST/NR//HMA/NR//NA/NR//CL/NR//DIC/NR//CA/NR//POT/NR//MG/NR//SO4/NR//SULF/NR//||02/03/2006|06/27/2007|
148770|1190300||||||||||96|||||h||||CHG|BCM||CHLO/|CLRA//||||||||||A|||||5||100|ug/L||||||||||||||||||||||||||||||||||||||||||||||MULT|P||0.05||||||U||||||||||||||||||||||||||||||||||| ||06/25/1997||
144015|1181919||||||||||3|||||d||EC50||DEC|POP||GPOP|||||||||||A|||200|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||12/30/1996|01/29/1997|
163374|1190470||||||||||96|||||h||IC50||DEC|POP||ABND/|PARTICLE COUNTS//||||||||||F|||26||19||32|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/28/1998||
2407617|2203164||||||||||10|||||d||EC50||DEC|POP||PGRT|||||||||||F|||0.10|||||ppm|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||10/31/2017|10/31/2017|
225576|1238664||||||||||72|||||h||EC90||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.21||0.19||0.22|AI mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004|03/09/2017|
704949|1255683||||||||||5|||||d||NOEL|||POP||PGRT|||||||||||A|||10.44|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|P|<|0.05||||||M||||||||||||||||||||||||||||||||||| DNUM/7//DOSES/<0.20/<0.20/0.97/10.44/106.2/1159 ug/L//|1255683|10/16/2006||
2380367|2190082||||||||||96|||||h||EC10||INC|POP||PSII/|PSII YIELD||||||||||A|||3.5|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/11/2017|04/11/2017|
2459465|2220884|||||||||<=|12|||||d|DURING EXPONENTIAL GROWTH PHASE|EC50||DEC|POP||ABND|||||||||||A|||53.93|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||OTIME/DURING EXPONENTIAL GROWTH PHASE// ||05/22/2019|05/22/2019|
2378401|2189533||||||||||72|||||h||LOEC||DEC|POP||WGHT|||||||||||F|||0.05|||||mg/L||||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|0.05||||||U||R||||||||||||||||||||||||Dry||||||||| ||03/31/2017|03/31/2017|
785469|1326116||||||||||48|||||h||NOEC||INC|POP||PGRT|||||||||||A|||510|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P||0.78||||||U||R||||||||||||||||||||||||||||||||| LIFESTG/VACUOLATUS STRAIN 211 8B//DNUM/5//DOSES/80/125/200/510 ug/L//TESTID/3//CONC/ONLY REPORTED FOR 125 AND 510 UG/L//ETIME/10 HOURS////||06/04/2010||
2175363|2095526||||||||||72|||||h||EC50||DEC|PHY||PSII/|ELECTRON TRANSPORT||||||||||F||||>|0|<|100|nM|FROM GRAPH||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P|||||||||||||||||||||||||||||||||CONC1/FROM GRAPH// ||02/04/2014|02/04/2014|
2190113|2103887||||||||||96|||||h||LOEC||DEC|POP||ABND|||||51.47|||||OF CONTROL|F|||100|||||ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|P|<|1e-4||||||U||R|||||||||||||||||||||||||||||||||EFCT%/OF CONTROL//CONC1/ONLY CONC TESTED// ||04/09/2014|04/09/2014|
144746|1137371||||||||||24|||||h||BCF||INC|ACC||RSDE||WO|||||||||A|||50|||||ug/L|||||||||||||||||||||||52|||||L/kg|||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||01/17/1997||
218761|1233488||||||||||96|||||h||EC50||DEC|POP||PGRT|||||||||||F|||92||75||109|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||06/27/2003|07/08/2003|
801685|1340639||||||||||96|||||h||LOEC||DEC|POP||ABND|||||||||||A|||75|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|||||||||U||P||||||||||||||||||||||||||||||||| DNUM/6//DOSES/19/38/75/150/300 ug/L//TESTID/8//OEF/HAZZARD ASSESSMENTS//EFCT%/74.1 TO 108.9% OF CONTROL////|1340639|09/26/2011||
94236|1139950||||||||||||12||14|d||EC50/|||GRO||GGRO|||||||||||A|||300|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ENDPT/GRO YIELD// ||01/27/1987||
800865|1339908||||||||||7|||||wk||NOEL||DEC|POP||ABND|||||||||||A|||10|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||ANOSIG|P|<|0.05||||||U||R||||||||||||||||||||||||||||||||| DNUM/4//DOSES/0.1/1.0/10 ug/L//TESTID/4//||09/14/2011||
225640|1233828||||||||||96|||||h||EC50||DEC|POP||PGRT|||||||||||F|||0.145|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||01/29/2004||
227039|1233982||||||||||||72||96|h||||DEC|POP||PGRT/|COLORIMETRY TECHNIQUE//||||||||||F|||||0.23||3.71|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||04/26/2004||
2175561|2095615||||||||||0|||||h||LOEC||DEC|PHY||PSII|||||51||||||A|||52.1|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||SIG|P|<=|0.05||||||M||R||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
2175566|2095615||||||||||48|||||h||EC10||DEC|POP||PGRT|||||||||||A|||30.8||23.3||40.8|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||02/05/2014|02/05/2014|
2191132|2104522||||||||||4.5|||||h||EC50||DEC|POP||PSII|||||||||||F|||42|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||04/15/2014|04/15/2014|
2200677|2110007|||||||||~|7|||||wk||LOEC||DEC|POP||ABND/|STATS TO V CONTROL||||||||||A|||||4.33||268.00|ug/L|ONLY CONC TESTED|||||||||||||||||||||||||||||||||||||||||||||ASIG|A||0.05||||||M||R|||||||||||||||||||||||||||||||||CONC1/ONLY CONC TESTED// ||06/11/2014|06/11/2014|
707205|1257510||||||||||120|||||mi||IC50|||PHY||RESP|||||||||||F|||0.08|||||ppm|||||||||||||||||||||||||||||||||||||||||||||||||||||||||P||||||||||||||||||||||||||||||||| LIFESTG/FROM RAPIDLY GROWING STOCK CULTURE//||04/19/2007||
72639|1140743||||||||||24|||||h||EC50|||PHY||PSYN|||||||||||A|||69.7||65.2||74.4|ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||07/13/1993|07/27/1993|
703250|1254436||||||||||4|||||d||EC50|||POP||PGRT|||||||||||A|||0.06|||||ug/ml|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||01/27/2006|05/03/2017|
733578|1280169||||||||||6|||||d||IC50||DEC|POP||PGRT|||||||||||F|||0.52|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| DOSES/0 to 75 uM//TESTID/1//||10/07/2008||
2190426|2104041||||||||||24|||||h||EC25||DEC|POP||PSII|||||||||||A|||50.18|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| ||04/10/2014|04/10/2014|
2191535|2104736||||||||||72|||||h||EC50||DEC|POP||PGRT|||||||||||A|||196|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||04/16/2014|04/16/2014|
2137284|2077207|||||||||<=|80|||||mi||||DEC|PHY||PSII|||||||||||A|||||0||46|uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||||||||||||||||||||||||||||||||||| ||06/25/2013|06/25/2013|
704967|1255700||||||||||96|||||h||NOEC||DEC|POP||ABND/|FLUORESCENCE||||||||||A|||29|||||ug/L||||||||||||||||||||||||||||||||||||||||||||||NOSIG|||||||||M||P||||||||||||||||||||||||||||||||| |69974|10/17/2006|04/11/2017|
704983|1255700||||||||||96|||||h||IC25|||POP||ABND/|FLUORESCENCE||||||||||A|||53.0|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||||||||||||||||||||||||||||||||||| ||10/17/2006|04/11/2017|
709202|1259110|||||||||~|60|||||h||IC50/|I50|DEC|POP||BMAS|||||||||||A|||0.94|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||P||||||||||||||||||||||||||||||||| ||02/02/2006|10/11/2016|
162491|1202954||||||||||24|||||h||EC50||DEC|POP||GPOP/|CELL NUMBERS//||||||||||F|||340|||||ug/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| NR||04/13/1998|04/22/1998|
225551|1238652||||||||||120|||||h||EC50||DEC|POP||ABND/|STATS BASED ON POOLED CONTROLS//||||||||||A|||0.055||0.027||0.11|mg/L|||||||||||||||||||||||||||||||||||||||||||||||||||||||M||P||||||||||||||||||||||||||||||||| CONTR/C,V//||01/28/2004||
709209|1259114||||||||||24|||||h||EC10|||POP||PSYN|||||||||||F|||0.050|||||mg/L|||||||||||||||||||||||||||||||||||||||||||||||P||||||||U||||||||||||||||||||||||||||||||||| ||02/06/2006||
709225|1259130||||||||||||7||15|d||EC100/|REPORTED AS MINIMUM LETHAL HERBICIDE CONCENTRATION|DEC|POP||PGRT|||||||||||A|||0.5|||||uM|||||||||||||||||||||||||||||||||||||||||||||||||||||||U||R||||||||||||||||||||||||||||||||| ||02/02/2006|10/10/2016|
